Point_ID,Final_Label_Heap_Order
0,187.560571
1,187.559712
2,187.560529
3,187.560720
4,187.560399
5,187.560247
6,187.560460
7,187.560201
8,187.560359
9,187.560914
10,187.560833
11,187.560864
12,187.560680
13,187.561240
14,187.559332
15,187.561058
16,187.560207
17,-0.079634
18,187.560802
19,187.561034
20,187.559806
21,187.560141
22,187.560263
23,187.560904
24,187.560112
25,187.560877
26,187.560877
27,187.479904
28,187.560213
29,187.561175
30,187.560963
31,187.561200
32,269.551463
33,187.561108
34,269.551476
35,187.561198
36,269.552034
37,187.560733
38,269.551534
39,187.560595
40,187.559950
41,269.551611
42,187.561032
43,269.552044
44,187.561518
45,269.551775
46,187.561758
47,187.561462
48,187.560896
49,187.561511
50,187.561259
51,269.552287
52,187.561124
53,187.561475
54,269.551856
55,187.561551
56,269.551953
57,187.561670
58,269.551702
59,187.561633
60,187.560826
61,269.551647
62,269.551825
63,187.560855
64,269.552255
65,187.560952
66,187.560476
67,187.560478
68,269.551623
69,187.560914
70,269.551916
71,187.560922
72,187.560594
73,269.551952
74,187.561482
75,187.560369
76,-0.079633
77,269.552490
78,187.560784
79,269.552617
80,187.560650
81,269.551987
82,187.559376
83,187.560841
84,187.479719
85,269.552449
86,187.561316
87,269.552487
88,187.560579
89,187.561327
90,269.552466
91,187.560800
92,187.560889
93,269.552563
94,187.560293
95,187.560909
96,269.552114
97,269.552700
98,269.472199
99,269.552825
100,269.552619
101,269.552759
102,336.547070
103,269.552543
104,187.560349
105,187.560528
106,187.560517
107,269.552436
108,336.548241
109,187.561029
110,269.551048
111,187.561146
112,336.546949
113,336.547721
114,187.560959
115,269.551858
116,336.547937
117,187.560969
118,269.552684
119,187.560588
120,269.551994
121,336.547821
122,336.547772
123,269.552372
124,269.553178
125,269.552725
126,269.553158
127,187.560521
128,187.560825
129,187.560481
130,187.560721
131,336.548083
132,269.553230
133,269.552460
134,187.560388
135,269.552930
136,336.548144
137,269.552867
138,269.552703
139,336.547762
140,269.552366
141,187.561288
142,336.548206
143,187.560589
144,187.561027
145,269.553109
146,336.547980
147,336.547853
148,269.552981
149,269.551733
150,336.547160
151,269.552961
152,269.552705
153,187.561071
154,269.553079
155,336.547055
156,187.560927
157,269.552744
158,336.547889
159,187.560757
160,269.552063
161,269.551962
162,336.548291
163,269.552052
164,-0.079421
165,187.560679
166,269.552510
167,269.553099
168,187.561076
169,336.548368
170,187.561024
171,336.547765
172,187.560888
173,269.552596
174,187.560672
175,336.547585
176,269.553040
177,269.550267
178,336.546976
179,269.552810
180,336.547312
181,269.470524
182,269.552417
183,269.553207
184,336.548001
185,269.552492
186,187.560781
187,336.546389
188,187.560546
189,269.552070
190,269.552335
191,336.547761
192,336.547932
193,336.467441
194,336.547748
195,336.548133
196,269.552203
197,269.552566
198,187.560883
199,336.547749
200,336.547578
201,187.561136
202,336.547695
203,269.552103
204,269.552663
205,269.551634
206,-0.079168
207,269.552219
208,336.546774
209,269.551883
210,336.547759
211,269.552042
212,336.548281
213,336.547407
214,269.552897
215,336.547728
216,269.552270
217,336.547559
218,336.548515
219,336.548110
220,336.547590
221,336.547404
222,269.551728
223,269.552455
224,269.552644
225,269.551048
226,336.548194
227,269.552853
228,336.548012
229,336.548133
230,336.547099
231,336.548541
232,269.552876
233,269.552037
234,269.551593
235,336.548172
236,336.546882
237,336.547662
238,336.548020
239,336.546827
240,336.547093
241,269.551873
242,336.547016
243,269.552653
244,269.552791
245,336.546939
246,336.546865
247,384.542106
248,336.548271
249,336.547077
250,269.552149
251,384.543113
252,269.552246
253,269.552665
254,384.542840
255,384.542975
256,336.547359
257,269.552180
258,269.552274
259,336.547388
260,384.542724
261,336.544017
262,384.543483
263,384.543092
264,336.547134
265,336.464742
266,336.546683
267,336.546979
268,384.543976
269,336.546582
270,384.543585
271,336.546927
272,336.547136
273,269.552812
274,384.543432
275,269.552486
276,336.546848
277,336.546509
278,384.543567
279,384.543210
280,384.543885
281,269.552689
282,384.544087
283,269.552023
284,336.546914
285,336.547092
286,336.546748
287,384.541970
288,336.546022
289,384.543470
290,-0.079492
291,336.546669
292,384.543466
293,336.545486
294,-0.079299
295,336.546595
296,336.546617
297,384.543803
298,384.543926
299,336.546683
300,336.546991
301,336.546648
302,336.545536
303,336.547172
304,384.543547
305,384.543596
306,384.543669
307,336.546676
308,336.546533
309,336.545624
310,384.543479
311,384.542960
312,384.544169
313,384.543573
314,384.462355
315,384.543617
316,384.543625
317,336.545980
318,336.546619
319,336.546326
320,384.543890
321,384.544255
322,336.546725
323,384.543896
324,336.545877
325,384.543502
326,336.546110
327,336.546752
328,384.543568
329,336.546521
330,384.543828
331,384.544268
332,384.543873
333,384.544166
334,384.543556
335,384.543834
336,384.543837
337,384.543726
338,384.543564
339,384.543721
340,384.543777
341,336.545963
342,384.544128
343,336.547181
344,384.543929
345,336.546370
346,384.543986
347,384.543544
348,384.543546
349,384.543640
350,336.545730
351,384.543929
352,384.543916
353,-0.079528
354,384.543107
355,384.543552
356,384.543440
357,384.543499
358,384.543625
359,384.543499
360,384.544267
361,384.543713
362,384.543026
363,384.463817
364,384.544015
365,384.543736
366,384.544019
367,384.543072
368,384.543753
369,384.543398
370,384.544092
371,384.543398
372,384.544041
373,384.543591
374,384.543763
375,384.543832
376,384.543982
377,384.543034
378,384.543586
379,384.543137
380,384.543589
381,384.543810
382,384.543538
383,384.544171
384,384.543532
385,384.544124
386,384.543768
387,384.543704
388,384.543974
389,384.543801
390,384.543781
391,384.543576
392,384.544407
393,384.543942
394,384.543917
395,384.543114
396,384.544205
397,384.544066
398,384.543407
399,-0.079558
