Point_ID,Final_Label_Heap_Order
0,145.848848
1,145.849593
2,145.849637
3,145.849378
4,145.849421
5,145.849684
6,145.849112
7,145.849981
8,145.849707
9,145.849627
10,145.849587
11,145.849685
12,145.849217
13,145.849694
14,145.849248
15,145.849482
16,145.849732
17,145.849489
18,145.849300
19,145.849566
20,145.849336
21,145.849609
22,145.849556
23,145.849998
24,145.849086
25,145.849349
26,145.849856
27,145.849211
28,145.849303
29,145.849488
30,145.849357
31,145.847586
32,145.849454
33,145.849110
34,145.849238
35,145.849310
36,145.849384
37,145.849451
38,145.849626
39,145.849608
40,145.849460
41,145.849371
42,145.848909
43,145.849230
44,145.849445
45,145.848998
46,145.849485
47,145.848946
48,145.848969
49,145.849287
50,145.848864
51,145.848886
52,199.848707
53,145.848865
54,145.849349
55,145.848658
56,199.848850
57,145.849338
58,199.848263
59,199.848393
60,199.848395
61,145.848970
62,199.848681
63,199.848491
64,199.849294
65,145.849196
66,199.848266
67,199.848791
68,145.849126
69,199.848638
70,199.848354
71,199.848479
72,199.848799
73,199.848535
74,199.848702
75,199.848399
76,199.848838
77,199.848847
78,199.848598
79,199.848692
80,145.849135
81,145.849349
82,199.848814
83,145.849044
84,199.848427
85,199.848355
86,145.849235
87,199.848536
88,145.849064
89,199.848952
90,199.848832
91,199.848787
92,199.848980
93,145.848955
94,145.848925
95,199.848670
96,199.848525
97,145.848856
98,199.848738
99,199.848610
100,199.848649
101,199.848127
102,145.849495
103,145.849097
104,199.848777
105,199.848228
106,199.848152
107,199.848670
108,199.848567
109,145.849461
110,145.849458
111,145.849323
112,199.848843
113,145.849605
114,199.848524
115,199.848617
116,199.848870
117,199.848486
118,145.849700
119,199.849114
120,199.849129
121,199.848924
122,145.849532
123,145.849528
124,145.849479
125,199.849128
126,145.849533
127,199.848943
128,145.849617
129,145.849206
130,145.848983
131,199.848619
132,145.849384
133,145.849483
134,145.849467
135,145.849311
136,145.849673
137,145.849815
138,145.849437
139,145.849681
140,145.849756
141,145.849724
142,199.848749
143,199.849137
144,145.849713
145,145.849276
146,199.848903
147,199.848242
148,199.848893
149,199.848203
150,199.848518
151,199.848416
152,199.848605
153,199.848415
154,199.848592
155,199.848555
156,199.846097
157,199.848479
158,199.848435
159,199.848701
160,199.848788
161,199.848425
162,199.848699
163,199.848493
164,199.848622
165,199.848302
166,199.848155
167,199.848144
168,199.848237
169,199.848910
170,199.848755
171,199.848723
172,199.848515
173,199.848055
174,199.848273
175,199.848619
176,199.848550
177,199.848723
178,199.848925
179,199.848452
180,199.848598
181,199.848748
182,199.848536
183,199.848697
184,199.848585
185,199.848775
186,199.848900
187,199.848104
188,199.849110
189,199.848292
190,199.848652
191,199.848955
192,199.848613
193,199.848479
194,199.848965
195,199.848480
196,199.848567
197,199.848537
198,199.849095
199,199.848273
