x1,x2,True_Class,PT_Cluster,FHE_Cluster,Heap_Position
31.9500,7.9500,3,106,284,0
31.1500,7.3000,3,106,284,10
30.4500,6.6500,3,106,287,16
29.7000,6.0000,3,106,292,20
28.9000,5.5500,3,106,292,25
28.0500,5.0000,3,106,292,29
27.2000,4.5500,3,106,292,40
26.3500,4.1500,3,106,292,52
25.4000,3.8500,3,106,292,62
24.6000,3.6000,3,106,292,68
23.6000,3.3000,3,106,292,77
22.7500,3.1500,3,106,292,98
21.8500,3.0500,3,106,292,119
20.9000,3.0000,3,106,292,131
20.0000,2.9000,3,106,292,141
19.1000,3.0000,3,106,292,150
18.2000,3.2000,3,106,292,159
17.3000,3.2500,3,106,292,173
16.5500,3.5000,3,106,292,184
15.7000,3.7000,3,106,292,206
14.8500,4.1000,3,106,292,214
14.1500,4.4000,3,106,292,221
13.4000,4.7500,3,106,292,229
12.7000,5.2000,3,106,292,237
12.0500,5.6500,3,106,292,246
11.4500,6.1500,3,106,292,260
10.9000,6.6500,3,106,292,263
10.3000,7.2500,3,106,292,267
9.7000,7.8500,3,106,292,269
9.3500,8.3500,3,106,292,272
8.9000,9.0500,3,106,292,275
8.5500,9.6500,3,106,292,277
8.1500,10.3500,3,106,292,280
7.9500,10.9500,3,106,292,282
7.7500,11.7000,3,106,292,285
7.5500,12.3500,3,106,292,287
7.4500,13.0000,3,106,292,289
7.3500,13.7500,3,106,292,292
7.3000,14.3500,3,106,292,293
7.3500,14.9500,3,106,292,291
7.3500,15.7500,3,106,292,290
7.5500,16.3500,3,106,292,286
7.7000,16.9500,3,106,292,284
7.8000,17.5500,3,106,292,283
8.0500,18.1500,3,106,292,281
8.3000,18.7500,3,106,292,278
8.6500,19.3000,3,106,292,276
8.9000,19.8500,3,106,292,273
9.3000,20.3000,3,106,292,271
9.6500,20.8000,3,106,292,268
10.2000,21.2500,3,106,292,266
10.6000,21.6500,3,106,292,264
11.1000,22.1500,3,106,292,261
11.5500,22.4500,3,106,292,254
11.9500,22.7000,3,106,292,244
12.5500,23.0000,3,106,292,235
13.0500,23.2000,3,106,292,232
13.4500,23.4000,3,106,292,226
14.0000,23.5500,3,106,292,220
14.5500,23.6000,3,106,292,215
15.1000,23.7500,3,106,292,209
15.7000,23.7500,3,106,292,195
16.1500,23.8500,3,106,292,188
16.7000,23.8000,3,106,292,178
17.1500,23.7500,3,106,292,171
17.7500,23.7500,3,106,292,164
18.2000,23.6000,3,106,292,156
18.6500,23.5000,3,106,292,152
19.1000,23.3500,3,106,292,147
19.6000,23.1500,3,106,292,143
20.0000,22.9500,3,106,292,139
20.4000,22.7000,3,106,292,135
20.7000,22.5500,3,106,292,132
21.0000,22.1500,3,106,292,128
21.4500,21.9500,3,106,292,123
21.7500,21.5500,3,106,292,117
22.0000,21.2500,3,106,292,111
22.2500,21.0000,3,106,292,106
22.5000,20.7000,3,106,292,101
22.6500,20.3500,3,106,292,97
22.7500,20.0500,3,106,292,94
22.9000,19.6500,3,106,292,90
23.0000,19.3500,3,106,292,89
23.1000,19.0000,3,106,292,85
23.1500,18.6500,3,106,292,83
23.2000,18.2500,3,106,292,80
23.2000,18.0500,3,106,292,81
23.2000,17.8000,3,106,292,82
23.1000,17.4500,3,106,292,86
23.0500,17.1500,3,106,292,88
22.9000,16.9000,3,106,292,91
22.8500,16.6000,3,106,292,92
22.7000,16.4000,3,106,292,95
22.6000,16.2000,3,106,292,99
22.5500,16.0500,3,106,292,100
22.4000,15.9500,3,106,292,104
22.3500,15.8000,3,106,292,105
22.2000,15.6500,3,106,292,108
22.1500,15.5500,3,106,292,110
22.0000,15.4000,3,106,292,112
21.9000,15.3000,3,106,292,113
