Point_ID,Final_Label_Heap_Order
0,-0.157650
1,145.819685
2,145.667385
3,145.820235
4,145.820269
5,145.819936
6,145.819154
7,145.819763
8,145.822903
9,145.819585
10,145.819772
11,145.656771
12,145.818443
13,145.820885
14,145.818949
15,145.816479
16,145.817405
17,145.820370
18,145.818873
19,145.821497
20,145.819359
21,145.816957
22,145.818316
23,145.817614
24,145.817740
25,-0.158122
26,145.818594
27,145.816326
28,145.818310
29,145.818965
30,145.816813
31,145.818070
32,145.817414
33,145.817666
34,145.816073
35,145.818349
36,145.814615
37,145.655154
38,145.815371
39,145.817383
40,145.814299
41,145.815659
42,145.818158
43,145.818709
44,145.818540
45,145.817507
46,145.816744
47,145.817888
48,145.815568
49,145.816008
50,145.817004
51,145.815875
52,145.816637
53,145.816581
54,145.816180
55,145.816019
56,145.816988
57,145.817192
58,145.816547
59,145.816126
60,145.818202
61,145.817547
62,145.817807
63,145.817777
64,145.819258
65,145.817757
66,145.817838
67,145.817093
68,145.817441
69,145.814809
70,145.816349
71,145.816023
72,145.818786
73,145.816717
74,145.818154
75,145.815510
76,145.817742
77,145.818711
78,-0.158464
79,145.816932
80,-0.158044
81,145.818629
82,145.818053
83,145.815790
84,145.817995
85,145.817487
86,145.818265
87,145.818352
88,145.815719
89,145.815693
90,145.816461
91,145.817736
92,145.816492
93,145.661010
94,145.817000
95,145.816497
96,145.819299
97,-0.157730
98,145.658529
99,145.816009
100,145.815488
101,145.815606
102,145.817713
103,145.817395
104,145.816230
105,145.819072
106,145.818482
107,145.815992
108,145.817832
109,145.817818
110,145.816206
111,145.816511
112,145.817486
113,145.817997
114,145.818274
115,145.815886
116,145.817129
117,145.816461
118,145.815210
119,145.817630
120,145.816748
121,145.668594
122,-0.157034
123,145.817335
124,145.814028
125,145.813309
126,145.818485
127,145.815986
128,145.817739
129,145.817479
130,145.818451
131,145.815197
132,-0.157299
133,145.815915
134,145.816625
135,145.818978
136,145.817486
137,-0.157921
138,145.816625
139,439.809854
140,439.810015
141,439.654501
142,459.655985
143,145.818234
144,145.817347
145,145.817453
146,145.817113
147,459.801878
148,145.663434
149,145.814589
150,145.818544
151,145.815085
152,459.810454
153,459.806590
154,145.665151
155,145.660058
156,439.809797
157,439.810118
158,439.812104
159,145.659283
160,459.652650
161,459.808410
162,459.657802
163,439.813834
164,459.805381
165,459.809584
166,459.812465
167,459.811992
168,439.814803
169,459.811876
170,439.816732
171,459.810728
172,439.817993
173,439.820118
174,439.816063
175,459.654365
176,439.815256
177,459.810711
178,439.814609
179,145.656997
180,439.815670
181,439.813952
182,439.810849
183,459.810492
184,439.654532
185,439.813182
186,459.810616
187,459.811530
188,459.656315
189,439.814037
190,459.809282
191,459.808841
192,439.815363
193,459.813680
194,439.811213
195,439.813060
196,439.816540
197,459.810295
198,459.654037
199,459.813463
200,439.815700
201,459.815007
202,439.819083
203,439.820076
204,459.809558
205,439.818168
206,439.819866
207,459.811576
208,439.816496
209,459.812733
210,439.820721
211,459.811984
212,459.814296
213,439.814264
214,439.818198
215,439.816056
216,439.818467
217,439.814265
218,459.814173
219,459.813855
220,439.815171
221,439.815024
222,459.810966
223,439.812845
224,439.817936
225,459.812101
226,459.812247
227,439.815765
228,439.815517
229,439.813801
230,439.814426
231,459.815730
232,459.809266
233,439.813410
234,439.812999
235,439.812173
236,439.815778
237,439.813510
238,439.815035
239,439.812926
240,459.810136
