Point_ID,Final_Label_Heap_Order
0,392.845724
1,392.955169
2,392.956401
3,392.955869
4,392.846543
5,392.954449
6,392.954667
7,392.954910
8,392.954326
9,392.952505
10,392.849820
11,392.952710
12,392.952512
13,392.952037
14,392.952577
15,392.952112
16,392.952172
17,392.952896
18,392.953695
19,392.953562
20,392.951203
21,392.952818
22,392.952212
23,392.948630
24,392.949796
25,392.950642
26,392.950319
27,392.847766
28,392.949815
29,392.952142
30,392.951840
31,392.952005
32,392.950226
33,392.949877
34,392.949487
35,392.840261
36,392.948882
37,392.951097
38,392.844782
39,392.841273
40,392.951704
41,392.948276
42,392.947565
43,392.948911
44,392.951530
45,392.950336
46,392.947147
47,392.947590
48,392.838943
49,392.945629
50,392.842312
51,392.841876
52,392.841865
53,392.841331
54,392.942813
55,392.951108
56,392.944086
57,392.950034
58,392.947068
59,392.944982
60,392.943832
61,392.948968
62,392.944907
63,392.943292
64,392.946820
65,392.945514
66,392.948352
67,392.840052
68,392.948314
69,392.947164
70,392.948056
71,392.947664
72,392.946991
73,392.946579
74,392.940727
75,392.946343
76,392.945720
77,392.946983
78,392.946474
79,392.944630
80,392.940096
81,392.944836
82,392.946607
83,392.946074
84,392.949619
85,392.948673
86,392.945085
87,392.941286
88,392.942720
89,392.944736
90,392.945294
91,392.947952
92,392.949668
93,392.946576
94,392.840391
95,392.943685
96,392.946749
97,392.943644
98,392.944039
99,392.947332
100,392.949226
101,392.947044
102,392.946698
103,392.944108
104,392.947214
105,392.947418
106,392.942542
107,392.946853
108,392.948574
109,392.947528
110,392.944343
111,392.834247
112,392.944484
113,392.944666
114,392.946600
115,392.947643
116,392.948125
117,392.946199
118,392.947991
119,392.944583
120,392.842119
121,392.948638
122,392.942661
123,392.945590
124,392.947641
125,392.944611
126,392.945436
127,392.949976
128,392.947059
129,392.945207
130,392.943725
131,392.947221
132,392.948755
133,392.949148
134,392.946373
135,392.943347
136,392.943952
137,392.945156
138,392.946193
139,392.943233
140,392.946764
141,392.946915
142,392.946978
143,392.947602
144,392.946839
145,392.946587
146,392.946346
147,392.942670
148,392.947870
149,392.946528
150,392.939273
151,392.948542
152,392.946959
153,392.943984
154,392.944639
155,392.946825
156,392.947242
157,392.947203
158,392.947888
159,392.840086
160,392.946541
161,392.949454
162,392.947188
163,392.945141
164,392.938151
165,392.947023
166,392.948078
167,392.944147
168,392.943716
169,392.945258
170,392.940329
171,392.946490
172,392.942839
173,392.944712
174,392.947680
175,392.946642
176,392.941983
177,392.946872
178,392.947614
179,392.944846
180,392.946735
181,392.947663
182,392.949410
183,392.948325
184,392.949200
185,392.953530
186,392.950130
