Point_ID,Final_Label_Heap_Order
0,172.670219
1,172.670052
2,172.669761
3,172.670069
4,172.670190
5,172.669774
6,172.669848
7,172.669662
8,172.669900
9,172.669930
10,172.670427
11,172.670071
12,172.670010
13,172.669859
14,172.670245
15,172.669916
16,172.670135
17,172.670038
18,172.669885
19,172.669943
20,172.669790
21,172.670408
22,172.670105
23,172.670095
24,172.670240
25,172.670216
26,172.670251
27,172.669954
28,172.670014
29,172.669976
30,172.670041
31,172.669877
32,172.670183
33,172.669936
34,172.669952
35,172.669883
36,172.670049
37,172.669922
38,172.670208
39,172.669943
40,172.669973
41,172.670107
42,172.670187
43,172.670074
44,172.670194
45,172.670154
46,172.669968
47,172.670085
48,172.669949
49,172.670129
50,172.670070
51,172.670171
52,172.669920
53,172.669988
54,172.669995
55,172.670067
56,172.670012
57,172.670153
58,172.669840
59,172.670055
60,172.670128
61,172.670117
62,172.670143
63,172.669906
64,172.670059
65,172.670242
66,172.670211
67,172.670060
68,172.670193
69,172.670189
70,172.670080
71,172.670195
72,172.670170
73,172.670237
74,172.670194
75,172.670156
76,172.670138
77,172.670099
78,172.670200
79,172.670097
80,172.670104
81,172.670185
82,172.670389
83,172.670148
84,172.670060
85,172.670055
86,172.670166
87,172.670005
88,172.670193
89,172.670203
90,172.670182
91,172.670108
92,172.670160
93,172.670362
94,172.669997
95,172.670093
96,172.670176
97,172.670021
98,172.670006
99,172.670119
100,172.669942
101,172.670156
102,172.670222
103,172.670097
104,172.670122
105,172.670087
106,172.670296
107,172.670057
108,172.670057
109,172.670249
110,172.670117
111,172.670022
112,172.669976
113,172.670056
114,172.670060
115,172.670085
116,172.670175
117,172.670113
118,172.670285
119,172.670232
120,172.670068
121,172.670020
122,172.670176
123,172.670036
124,172.670133
125,172.670205
126,172.669978
127,172.670108
128,172.670192
129,172.670349
130,172.670134
131,172.670055
132,172.670100
133,172.670173
134,172.670279
135,172.670230
136,172.670106
137,172.670186
138,172.670082
139,172.670208
140,172.670101
141,172.670187
142,172.670026
143,172.670173
144,172.670211
145,172.670202
146,172.670181
147,172.670217
148,172.670146
149,172.670147
150,172.670280
151,172.670144
152,172.670281
153,172.670271
154,172.670085
155,172.670131
156,172.670160
157,172.670145
158,172.670312
159,172.670182
160,172.670095
161,172.670152
162,172.670105
163,172.670122
164,172.670368
165,172.670286
166,172.670256
167,172.670154
168,172.670245
169,172.670241
170,172.670117
171,172.670128
172,172.670301
173,172.670130
174,172.670227
175,172.670045
176,172.670261
177,172.670197
178,172.670279
179,172.670312
180,172.670197
181,172.670239
182,172.670052
183,172.670195
184,172.670141
185,172.670257
186,172.670229
187,172.670108
188,172.670330
189,172.670173
190,172.670147
191,172.670051
192,172.670138
193,172.670190
194,172.670066
195,172.670223
196,172.670207
197,172.670327
198,172.670179
199,172.670246
200,305.660036
201,305.659845
202,372.655696
203,372.655661
204,305.137871
205,305.659863
206,305.659866
207,305.659708
208,305.659384
209,305.659401
210,372.655737
211,305.659392
212,372.656166
213,372.655775
214,305.659538
215,372.655958
216,372.655853
217,305.659594
218,372.656126
219,372.655892
220,305.659320
221,372.656063
222,305.659421
223,372.655975
224,305.659432
225,305.659301
226,372.655803
227,372.655867
228,305.659464
229,305.659502
230,305.659447
231,305.659446
232,372.655782
233,305.659441
234,305.659454
235,305.659307
236,372.655796
237,305.659466
238,305.659356
239,305.659459
240,305.659504
241,305.659539
242,372.655930
243,305.659463
244,305.659417
245,372.655809
246,305.659389
247,372.655706
248,305.659493
249,305.659407
250,305.659193
251,372.655851
252,372.655952
253,305.659446
254,305.659463
255,305.659612
256,305.659316
257,372.655742
258,305.659559
259,305.659318
260,305.659274
261,305.659411
262,305.659336
263,305.659410
264,305.659480
265,305.659257
266,305.659384
267,305.659344
268,305.659383
269,305.659325
270,305.659317
271,305.659456
272,305.659420
273,305.659439
274,305.659168
275,305.659228
276,305.659360
277,372.655853
278,305.659287
279,372.655793
280,305.659264
281,305.659207
282,305.659201
283,305.659349
284,305.659271
285,305.659179
286,305.659282
287,305.659411
288,372.655772
289,305.659187
290,305.659356
291,372.655686
292,305.659246
293,305.659340
294,305.659395
295,305.659342
296,305.659242
297,305.659423
298,305.659310
299,305.659347
300,372.655804
301,372.655628
302,305.659326
303,372.655723
304,372.655652
305,305.659337
306,305.659268
307,305.659276
308,305.659245
309,305.659429
310,305.659317
311,372.655729
312,305.659161
313,305.659125
314,305.659255
315,305.659246
316,305.659430
317,305.659289
318,305.659015
319,305.659472
320,305.659235
321,305.659268
322,305.659338
323,372.655696
324,305.659362
325,372.655692
326,305.659144
327,305.659450
328,305.659369
329,372.655828
330,305.659357
331,372.655716
332,305.659282
333,372.655652
334,372.655690
335,372.655516
336,372.655454
337,372.655566
338,372.655446
339,305.138386
340,372.655561
341,372.655678
342,372.655433
343,372.655575
344,372.655638
345,372.655516
346,372.655679
347,372.655632
348,372.655715
349,372.655578
350,372.655663
351,372.655756
352,372.655628
353,372.655506
354,372.655723
355,372.655556
356,372.655779
357,372.655800
358,372.655676
359,372.655857
360,372.655642
361,372.655766
362,372.655911
363,372.655709
364,372.655697
365,372.655838
366,372.655860
367,372.655668
368,372.655876
369,372.655915
370,372.655802
371,372.655911
372,372.655729
373,372.655723
374,372.655675
375,372.655964
376,372.656068
377,372.656091
378,372.656013
379,372.656112
380,372.655931
381,372.656112
382,372.655831
383,372.656051
384,372.656126
385,372.656127
386,372.656014
387,372.655968
388,372.655797
389,372.656004
390,372.655896
391,372.655869
392,372.655981
393,372.655922
394,372.656057
395,372.655819
396,372.655939
397,372.655921
398,372.656052
399,372.655877
